nombre;razon_social;tipo_sociedad;correo;id_qb;ruc;dv;nit;pago_tasa_unica;fecha_inscripcion;created_at;client_id;presidente_id;tesorero_id;secretario_id
CORPORACION CORALLIE, S.A.;CORPORACION CORALLIE, S.A.;SOCIEDADES;administracion@ancori.com;385;;;;;;01/19/2026 15:00;6b2fc948-e1cc-4026-a551-0efc47c5bcad;;;
CORPORACION GRASSFUME, S.A.;CORPORACION GRASSFUME, S.A.;SOCIEDADES;jgomezt@yahoo.com;243;;;;;;01/19/2026 15:00;1cfe5d09-b5c6-41db-b0e9-a3acd17a1ca2;;;
CORPORACION GRUPO PARTAGER, S.A.;CORPORACION GRUPO PARTAGER, S.A.;SOCIEDADES;anamago99@gmail.com;1085;;;;;;01/19/2026 15:00;0638baf6-dae2-4615-8970-a6ae2f9ae769;;;
CORPORACION IMPA-DOEL, S.A.;CORPORACION IMPA-DOEL, S.A.;SOCIEDADES;;997;;;;;;01/19/2026 15:00;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
CORPORACION INTERNACIONAL DE ALIMENTOS;CORPORACION INTERNACIONAL DE ALIMENTOS;SOCIEDADES;;891;;;;;;01/19/2026 15:00;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
CORPORACION KOSEM;CORPORACION KOSEM;SOCIEDADES;arturogarciaisaac@gmail.com;1117;;;;;;01/19/2026 15:00;9021f7ff-0f6e-4ac6-8dd4-971f7a9370df;;;
CORPORACION LAGUWEST, S.A.;CORPORACION LAGUWEST, S.A.;SOCIEDADES;;971;;;;;;01/19/2026 15:00;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
CORPORACION LAKSMI, S.A.;CORPORACION LAKSMI, S.A.;SOCIEDADES;jfarji1@gmail.com;281;;;;;;01/19/2026 15:00;de19d167-8c6b-4e46-b97c-cf94c3eb4b03;;;
DISTRIBUIDORA DE SEDERIA, S.A.;DISTRIBUIDORA DE SEDERIA, S.A.;SOCIEDADES;;315;;;;;;01/19/2026 15:00;6563aa17-c346-4887-9ecc-3ac3e99f1f8e;;;
DISTRIBUIDORA FRESCOMARE, S.A.;DISTRIBUIDORA FRESCOMARE, S.A.;SOCIEDADES;ygordon@gmail.com;1263;;;;;;01/19/2026 15:00;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
DISTRIBUIDORA LIBRADA, S.A. 1;DISTRIBUIDORA LIBRADA, S.A. 1;SOCIEDADES;;844;;;;;;01/19/2026 15:00;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
DOGAL PANAMA, S.A.;DOGAL PANAMA, S.A.;SOCIEDADES;;1025;;;;;;01/19/2026 15:00;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
DOVLE CINCUENTENARIO 5B-200, S.A.;DOVLE CINCUENTENARIO 5B-200, S.A.;SOCIEDADES;Arai.yuki@gmail.com;1058;;;;;;01/19/2026 15:00;860959d9-6959-4726-8ead-db95fffa345b;;;
DOVLE CINCUENTENARIO 9F-100, S.A.;DOVLE CINCUENTENARIO 9F-100, S.A.;SOCIEDADES;Arai.yuki@gmail.com;1056;;;;;;01/19/2026 15:00;860959d9-6959-4726-8ead-db95fffa345b;;;
DRAYCOTT FINANCIAL GROUP INC;DRAYCOTT FINANCIAL GROUP INC;SOCIEDADES;lfgonzalez@cole-coabogados.com;530;;;;;;01/19/2026 15:00;210baa19-9a0a-46b7-bbf4-25a6578623d3;;;
DREXEL CAPITAL GROUP, S. A.;DREXEL CAPITAL GROUP, S. A.;SOCIEDADES;auditadvisor@gmail.com;111;;;;;;01/19/2026 15:00;b7616e2d-68a5-48c8-a4db-6352225d7773;;;
DUNAMIS FOUNDATION;DUNAMIS FOUNDATION;FUNDACIONES;carlos.orduz@thegpsgroup.com;582;;;;;;01/19/2026 15:00;ffc3595a-4aa5-45c3-bcc3-d2e50660ea09;;;
DURKIN TRADING, S.A. B.V.I.;DURKIN TRADING, S.A. B.V.I.;B.V.I.;;564;;;;;;01/19/2026 15:00;dcf395b5-05b3-42db-9015-9e48d8dd6334;;;
E&S SOLUTIONS CORP, S.A.;E&S SOLUTIONS CORP, S.A.;SOCIEDADES;gerencia@sandpiper.com.pa;649;;;;;;01/19/2026 15:00;fe42ccc2-71fc-4281-95f1-a74311a25c6e;;;
EAGLE TECH CORP.;EAGLE TECH CORP.;SOCIEDADES;pinchas62@yahoo.com;271;;;;;;01/19/2026 15:00;5a425f28-154a-4351-955d-c8ce3f68b515;;;
EASTMAN CORPORATION LIMITED, S.A.;EASTMAN CORPORATION LIMITED, S.A.;SOCIEDADES;eli@eastman-ltd.com;1052;;;;;;01/19/2026 15:00;63856c9c-9128-4c61-9ea1-0b5a881d2b8f;;;
ECO VISION GROUP EVG, S.A.;ECO VISION GROUP EVG, S.A.;SOCIEDADES;;1046;;;;;;01/19/2026 15:00;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
ECOGREEN AMERICAS CORP.;ECOGREEN AMERICAS CORP.;SOCIEDADES;;471;;;;;;01/19/2026 15:00;d5c5f951-2cd2-49b2-8dee-3abd9330068d;;;
EDD HOLDING LIMITED INC.;EDD HOLDING LIMITED INC.;SOCIEDADES;;652;;;;;;01/19/2026 15:00;bd7bd6f2-0651-4537-980e-ea5dc127b85d;;;
EDIFICACIONES DE PANAMA, S.A.;EDIFICACIONES DE PANAMA, S.A.;SOCIEDADES;;859;;;;;;01/19/2026 15:00;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
EDUCAEMPRENDE;EDUCAEMPRENDE;SOCIEDADES;;587;;;;;;01/19/2026 15:00;97fe2096-b95b-4ce0-8f86-11a8f83bf826;;;
EDWIN ARIEL CUBILLA RIVERA;EDWIN ARIEL CUBILLA RIVERA;SOCIEDADES;;983;;;;;;01/19/2026 15:00;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
EGBERS COMPANY, S.A. 1;EGBERS COMPANY, S.A. 1;SOCIEDADES;;814;;;;;;01/19/2026 15:00;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
EGP WORLD TRADING CORP.;EGP WORLD TRADING CORP.;SOCIEDADES;rafaelyedid@gmail.com;577;;;;;;01/19/2026 15:00;167265d0-4cd8-40e2-b90c-9f4795096c47;;;
EL PRIMERO, S.A.;EL PRIMERO, S.A.;SOCIEDADES;cimports@hotmail.com;10;;;;;;01/19/2026 15:00;c02af78b-b8d4-445c-a80e-626f054afb6d;;;
ELECTRONICS & APLIANCES;ELECTRONICS & APLIANCES;SOCIEDADES;kamyar@megaintl.com;119;;;;;;01/19/2026 15:00;c9774178-5baa-4082-8335-1101760ee416;;;
ELEVATE MEDIA CORP. 1;ELEVATE MEDIA CORP. 1;SOCIEDADES;;875;;;;;;01/19/2026 15:00;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
EMIRATES NATIONAL OIL COMPANY S.A.;EMIRATES NATIONAL OIL COMPANY S.A.;SOCIEDADES;;907;;;;;;01/19/2026 15:00;e4cc7c35-788d-4042-b8f8-d38272028bfe;;;
EMPIRE NICOLE INVESTMENTS CORP.;EMPIRE NICOLE INVESTMENTS CORP.;SOCIEDADES;;837;;;;;;01/19/2026 15:00;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
EMPRESAS PRIMAVERA, S. A.;EMPRESAS PRIMAVERA, S. A.;SOCIEDADES;david@unico.com.co;21;;;;;;01/19/2026 15:00;6ec2a448-b42b-412e-b839-1f9af0388935;;;
EN LA MIRA EL MIRADOR MARINO, S. A.;EN LA MIRA EL MIRADOR MARINO, S. A.;SOCIEDADES;artecasa@cwp.net.pa;185;;;;;;01/19/2026 15:00;6de04b60-0a1d-42e8-a00e-22288efb95e0;;;
ENCHANTING PARK VIEW LTD.;ENCHANTING PARK VIEW LTD.;B.V.I.;lio@liomalca.com;618;;;;;;01/19/2026 15:00;808b43f3-1355-4177-be95-029606d6c60b;;;
ERLANGEN EQUITIES CORP.;ERLANGEN EQUITIES CORP.;SOCIEDADES;simoabras30@gmail.com;358;;;;;;01/19/2026 15:00;0750e4d0-292f-41c0-9fb8-99a1ab32d33d;;;
ESCAN INVESTOR COMPANY INC.;ESCAN INVESTOR COMPANY INC.;SOCIEDADES;escobar.valentina@gmail.com;483;;;;;;01/19/2026 15:00;fb5e0c09-9df7-47bf-bb6c-d66090c3d544;;;
EURO SERVICIOS DIGITALES, S.A.;EURO SERVICIOS DIGITALES, S.A.;SOCIEDADES;;1047;;;;;;01/19/2026 15:00;cb30c035-5e43-4de2-a0c1-d4d9e620244f;;;
EZI JOE NASSER;EZI JOE NASSER;SOCIEDADES;;312;;;;;;01/19/2026 15:00;943c590e-a604-4de5-af14-f9aeed198352;;;
FABWARE CORPORACION S.A.;FABWARE CORPORACION S.A.;SOCIEDADES;fauci.daggak@gmail.com;510;;;;;;01/19/2026 15:00;a59bc1db-fa96-4233-884b-4ef351e9174f;;;
FAMA HOLDING, INC;FAMA HOLDING, INC;SOCIEDADES;cadomin@hotmail.com;59;;;;;;01/19/2026 15:01;56cabec2-fb58-4ce4-a0bc-fa38cb45c71c;;;
FASHION GARDEN, S.A.;FASHION GARDEN, S.A.;SOCIEDADES;kgraetzer@gmail.com;105;;;;;;01/19/2026 15:01;d63ec253-48c8-4391-bf57-b48120f3703b;;;
FBBC CORPORATION;FBBC CORPORATION;SOCIEDADES;susanaberenguer@gmail.com;1078;;;;;;01/19/2026 15:01;2d8ce51a-f8ef-4f80-90a6-76a0d1c09b39;;;
FERROALUMINIOS LTDA. PANAMA, S.A.;FERROALUMINIOS LTDA. PANAMA, S.A.;SOCIEDADES;carlos.orduz@thegpsgroup.com;693;;;;;;01/19/2026 15:01;ffc3595a-4aa5-45c3-bcc3-d2e50660ea09;;;
FERROTTI INTERNATIONAL CORP.;FERROTTI INTERNATIONAL CORP.;SOCIEDADES;ronnykleiman@gmail.com;216;;;;;;01/19/2026 15:01;7a3023b3-6844-404a-8398-682f1f27fcf3;;;
FIBERLINK COMMUNICATIONS, S.A.;FIBERLINK COMMUNICATIONS, S.A.;SOCIEDADES;;565;;;;;;01/19/2026 15:01;7ed109b3-8e0b-4061-a5e6-97493e585fb5;;;
FIDUCAPITAL, S. A.;FIDUCAPITAL, S. A.;SOCIEDADES;cadomin@hotmail.com;8;;;;;;01/19/2026 15:01;56cabec2-fb58-4ce4-a0bc-fa38cb45c71c;;;
FIORDO OVERSEAS INC.;FIORDO OVERSEAS INC.;SOCIEDADES;roy.kartaram@kings.sr;226;;;;;;01/19/2026 15:01;b5824d18-f02b-49a4-849b-492c39831e23;;;
FIVE SIDES FOUNDATION;FIVE SIDES FOUNDATION;SOCIEDADES;;401;;;;;;01/19/2026 15:01;2a22b7e0-973c-442b-ab16-66e3b956efd4;;;
FLEET & FUEL CONTROL S.A.;FLEET & FUEL CONTROL S.A.;SOCIEDADES;leomugrabi@sae.com.pa;405;;;;;;01/19/2026 15:01;da363058-34d7-463f-90e0-c70aef0726ec;;;
FLEETECH GROUP, S.A. NIT,11460274-3;FLEETECH GROUP, S.A. NIT,11460274-3;SOCIEDADES;cboche@gasit.com;719;;;;;;01/19/2026 15:01;2a22b7e0-973c-442b-ab16-66e3b956efd4;;;
FORESTDALE OVERSEAS CORP.;FORESTDALE OVERSEAS CORP.;SOCIEDADES;lfgonzalez@cole-coabogados.com;485;;;;;;01/19/2026 15:01;210baa19-9a0a-46b7-bbf4-25a6578623d3;;;
FORNELL ENTERPRISES INC.;FORNELL ENTERPRISES INC.;SOCIEDADES;;789;;;;;;01/19/2026 15:01;419e6a94-4820-492f-bac3-5d1220c3f039;;;
FORSETI HOLDING CORPORATION;FORSETI HOLDING CORPORATION;SOCIEDADES;eperez@finanrisma.com;359;;;;;;01/19/2026 15:01;5f59516a-81e3-4c7f-a239-d2915be1f61e;;;
FORSETTY FOUNDATION;FORSETTY FOUNDATION;SOCIEDADES;deboragheiman@gmail.com;464;;;;;;01/19/2026 15:01;7a3023b3-6844-404a-8398-682f1f27fcf3;;;
FORWARD SERVICE INTERNATIONAL, S.A.;FORWARD SERVICE INTERNATIONAL, S.A.;SOCIEDADES;c.basil@tiendasdaka.com;778;;;;;;01/19/2026 15:01;d5c5f951-2cd2-49b2-8dee-3abd9330068d;;;
FRANCYS JOHEL UREÃA DOMINGUEZ;FRANCYS JOHEL UREÃA DOMINGUEZ;SOCIEDADES;;794;;;;;;01/19/2026 15:01;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FRATELLI CASA CORPORACION, S.A.;FRATELLI CASA CORPORACION, S.A.;SOCIEDADES;liliana.mendoza@fcbyfauci.com;503;;;;;;01/19/2026 15:01;a59bc1db-fa96-4233-884b-4ef351e9174f;;;
FULL DYNAMIC GROUP, CORP.;FULL DYNAMIC GROUP, CORP.;SOCIEDADES;administracion@tecnolite.co.cr;139;;;;;;01/19/2026 15:01;37636477-9da5-4417-aa43-63d497960ee9;;;
FUND. INTEG. COLOMBO PANAMEÑA;FUND. INTEG. COLOMBO PANAMEÑA;FUNDACIONES;egallego@crystal.com.co;136;;;;;;01/19/2026 15:01;91b25f84-568b-41bc-8fde-b62e22be8975;;;
FUND. MAGNA GROUP;FUND. MAGNA GROUP;FUNDACIONES;ezablah@grupozablah.com;286;;;;;;01/19/2026 15:01;c9994184-0e8c-44d9-958d-42caa546358f;;;
FUND. MUSEO DE LA POLLERA DE PANAMA;FUND. MUSEO DE LA POLLERA DE PANAMA;FUNDACIONES;;801;;;;;;01/19/2026 15:01;0758f781-1f5d-4128-819e-6399e4dba6a7;;;
FUND. P/L INVERSION INDUSTRIAL;FUND. P/L INVERSION INDUSTRIAL;FUNDACIONES;;124;;;;;;01/19/2026 15:01;210baa19-9a0a-46b7-bbf4-25a6578623d3;;;
FUNDACIO ACCION SIEMPRE;FUNDACIO ACCION SIEMPRE;FUNDACIONES;;1045;;;;;;01/19/2026 15:01;e678814c-b877-4689-851e-7813380936f1;;;
FUNDACION ALFLOR;FUNDACION ALFLOR;FUNDACIONES;jdemayo1@hotmail.com;1065;;;;;;01/19/2026 15:01;6563aa17-c346-4887-9ecc-3ac3e99f1f8e;;;
FUNDACION ANEMONA;FUNDACION ANEMONA;FUNDACIONES;jpgaviriat@hotmail.com;389;;;;;;01/19/2026 15:01;2b3d6215-15ef-4ca3-aad1-79e4c31d57e7;;;
FUNDACION APALOOSA;FUNDACION APALOOSA;FUNDACIONES;adriana.rivera@thegpsgroup.com;269;;;;;;01/19/2026 15:01;ffc3595a-4aa5-45c3-bcc3-d2e50660ea09;;;
FUNDACION AZABACHE;FUNDACION AZABACHE;FUNDACIONES;roberto@ciatlas.com;211;;;;;;01/19/2026 15:01;88f48690-163a-4bbc-a37f-b402c2640628;;;
PH REPS PYD, S.A.;PH REPS PYD, S.A.;SOCIEDADES;christian@phrepresentaciones.com;381;;;;;;01/19/2026 15:04;d8d21a10-8720-441e-8b11-db3c6b1b53ce;;;
I. B. C. International business center sa;I. B. C. International business center sa;SOCIEDADES;;;;;;;;01/20/2026 6:13;3656ef03-c43c-42d4-a9af-55ece5c3ed43;;;
FUNDACION DE LOS MARES;FUNDACION DE LOS MARES;FUNDACIONES;dvishnoff@cspdirect.com;234;25024293-3-2015;33;COHENRICHA24;;04/13/2015;01/20/2026 7:57;50530eca-e7b5-4013-8554-da51fb92d41e;fe497800-87a2-4e79-ba2f-a0a8951fd400;e9244c9c-97e9-48e8-a72b-f5e1d01f1b51;d95af47a-13f5-4542-ba01-ac156fce4a46
MAISON NO.56C, S.A.;MAISON NO.56C, S.A.;SOCIEDADES;marcoarango@yahoo.com;888;155752088-2-2024;87;COHERNICHA2024;;05/23/2024;01/20/2026 8:55;bde96fab-5ca4-47dd-9cf8-0a8b90c59d28;d95af47a-13f5-4542-ba01-ac156fce4a46;e9244c9c-97e9-48e8-a72b-f5e1d01f1b51;
TURMALINE STONE, CORP.;TURMALINE STONE, CORP.;SOCIEDADES;marcoarango@yahoo.com;880;155752084-2-2024;17;COHERNICHA2024;;05/23/2024;01/20/2026 9:01;bde96fab-5ca4-47dd-9cf8-0a8b90c59d28;;d95af47a-13f5-4542-ba01-ac156fce4a46;104a305e-d13b-4c04-95c2-da389ed45d5a
VI Vision Iberoamerica SA;VI Vision Iberoamerica SA;SOCIEDADES;;;;;;;;02/03/2026 9:53;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
HASANI S.A.;HASANI S.A.;SOCIEDADES;;00002;;;;;;02/03/2026 9:57;c02af78b-b8d4-445c-a80e-626f054afb6d;;;
ROTER INVESTMENT S.A.;ROTER INVESTMENT S.A.;SOCIEDADES;;00003;;;;;;02/03/2026 10:03;d06f4277-103f-4688-b731-23a9ddae3e30;;;
CAPITAL ROBOTS S.A.;CAPITAL ROBOTS S.A.;SOCIEDADES;;00004;;;;;;02/03/2026 10:04;b6c328fc-8a59-4999-b11c-3e4b9be8a3e0;;;
PREMIER INVESTORS CORP.;PREMIER INVESTORS CORP.;SOCIEDADES;;00005;;;;;;02/03/2026 10:04;64818192-cec9-422f-86bc-c58298208e55;;;
Sutafut Shel Emet;Sutafut Shel Emet;SOCIEDADES;;00006;;;;;;02/03/2026 10:11;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
LAS PERLAS ET, S.A.;LAS PERLAS ET, S.A.;SOCIEDADES;;00007;;;;;;02/03/2026 10:12;b70c76d3-04e5-48d2-971a-1ef59bfd46af;;;
FUNDACION INVAGUAS;FUNDACION INVAGUAS;FUNDACIONES;;;;;;;;02/11/2026 6:44;a9e3b985-248f-4bc3-b2fd-cf184ebdf853;;;
SEA SCAPE E2 200, S.A.;SEA SCAPE E2 200, S.A.;SOCIEDADES;;;;;;;;02/11/2026 6:45;a6400455-2ba0-42be-a7d0-753cec885719;;;
PERSEUS FINANCIAL CORP.;PERSEUS FINANCIAL CORP.;SOCIEDADES;;;;;;;;02/11/2026 6:47;c6d41abd-4616-424f-b8fe-4ef01c87b14c;;;
FUNDACION AZURITA;FUNDACION AZURITA;FUNDACIONES;bbreinis@hotmail.com;435;;0;;;;02/11/2026 7:27;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FUNDACION BEZRAT HASHEM;FUNDACION BEZRAT HASHEM;FUNDACIONES;;756;;0;;;;02/11/2026 7:27;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FUNDACION NUEVA PRAGA;FUNDACION NUEVA PRAGA;FUNDACIONES;jmarxpty@gmail.com;528;;0;;;;02/11/2026 7:27;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FUNDACION OHEL OR HATORA LE AMERICA LAT;FUNDACION OHEL OR HATORA LE AMERICA LAT;FUNDACIONES;Moises.Sasson@inveryiddi.com;1111;;0;;;;02/11/2026 7:27;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FUNDACION ONICE;FUNDACION ONICE;FUNDACIONES;;1259;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FUNDACION PALANDA;FUNDACION PALANDA;FUNDACIONES;carlos.orduz@thegpsgroup.com;568;;0;;;;02/11/2026 7:28;ffc3595a-4aa5-45c3-bcc3-d2e50660ea09;;;
FUNDACION PERVIR;FUNDACION PERVIR;FUNDACIONES;christian@phrepresentaciones.com;1119;;0;;;;02/11/2026 7:28;d8d21a10-8720-441e-8b11-db3c6b1b53ce;;;
FUNDACION PROVIDENCE GROUP;FUNDACION PROVIDENCE GROUP;FUNDACIONES;anamago99@gmail.com;1084;;0;;;;02/11/2026 7:28;0638baf6-dae2-4615-8970-a6ae2f9ae769;;;
FUNDACION QUIRA;FUNDACION QUIRA;FUNDACIONES;j.ceballos@opeminera.com;145;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FUNDACION RAMO BH;FUNDACION RAMO BH;FUNDACIONES;mbreziner@uetainc.com;1062;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FUNDACION RIMO;FUNDACION RIMO;FUNDACIONES;diorocontra@tcarrier.net;222;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FUNDACION SAFARI ENTERPRISES;FUNDACION SAFARI ENTERPRISES;FUNDACIONES;Moises.Sasson@inveryiddi.com;467;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FUNDACION SAJANU;FUNDACION SAJANU;FUNDACIONES;reissalan@outlook.com;1076;;0;;;;02/11/2026 7:28;99ebb615-9f2d-45a0-8e48-14173552b0ac;;;
FUNDACION SAMOYEDO;FUNDACION SAMOYEDO;FUNDACIONES;javarare@gmail.com;328;;0;;;;02/11/2026 7:28;d4930a77-9704-4969-9c41-b84ca262f0e6;;;
FUNDACION SEBASTIAN MARIA;FUNDACION SEBASTIAN MARIA;FUNDACIONES;ezablah@grupozablah.com;164;;0;;;;02/11/2026 7:28;c9994184-0e8c-44d9-958d-42caa546358f;;;
FUNDACION SHEMARIAHU;FUNDACION SHEMARIAHU;FUNDACIONES;msassonc@gmail.com;476;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FUNDACION SIMAIS;FUNDACION SIMAIS;FUNDACIONES;christian@phrepresentaciones.com;1109;;0;;;;02/11/2026 7:28;d8d21a10-8720-441e-8b11-db3c6b1b53ce;;;
FUNDACION STAY GOLD;FUNDACION STAY GOLD;FUNDACIONES;;356;;0;;;;02/11/2026 7:28;a6400455-2ba0-42be-a7d0-753cec885719;;;
FUNDACION TAMID BEYAHAD;FUNDACION TAMID BEYAHAD;FUNDACIONES;contabilidad2@dsederia.com;1066;;0;;;;02/11/2026 7:28;6563aa17-c346-4887-9ecc-3ac3e99f1f8e;;;
FUNDACION TOBYNAVA;FUNDACION TOBYNAVA;FUNDACIONES;;899;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FUNDACION TZ;FUNDACION TZ;FUNDACIONES;;1048;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FUNDACION URMON 1;FUNDACION URMON 1;FUNDACIONES;;727;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FUNDACION VIZCONDE;FUNDACION VIZCONDE;FUNDACIONES;;1273;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
FURTEC. S.A.;FURTEC. S.A.;SOCIEDADES;;345;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GALAXIA TRADE CORP.;GALAXIA TRADE CORP.;SOCIEDADES;;95;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GARTRAL CORP.;GARTRAL CORP.;SOCIEDADES;baronspanama@hotmail.com;1099;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GENOVIX, S.A. 1;GENOVIX, S.A. 1;SOCIEDADES;;734;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GESPROBAN, S.A. 1;GESPROBAN, S.A. 1;SOCIEDADES;;1022;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GESTORES DE NEGOCIOS INMOBILIARIOS;GESTORES DE NEGOCIOS INMOBILIARIOS;SOCIEDADES;jgomezt@yahoo.com;340;;0;;;;02/11/2026 7:28;1cfe5d09-b5c6-41db-b0e9-a3acd17a1ca2;;;
GHYSAJO, S. A.;GHYSAJO, S. A.;SOCIEDADES;moises.sasson.c@gmail.com;88;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GINGA, S.A.;GINGA, S.A.;SOCIEDADES;mokkaina@yahoo.com;1094;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GISCAY, S.A.;GISCAY, S.A.;SOCIEDADES;claritakadoch@hotmail.com;588;;0;;;;02/11/2026 7:28;200a2508-b07e-416c-abb9-a1bf184d1698;;;
GLOBAL OPTIONS FOR DISTRIBUTION CORP.;GLOBAL OPTIONS FOR DISTRIBUTION CORP.;SOCIEDADES;mario.vargasb7@gmail.com;248;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GLOBAL PUBLIC SERVICES GPS, S.A.;GLOBAL PUBLIC SERVICES GPS, S.A.;SOCIEDADES;adriana.rivera@thegpsgroup.com;451;;0;;;;02/11/2026 7:28;f9c54962-559c-4afd-85a6-c7e658835d08;;;
GLOPER, S.A.;GLOPER, S.A.;SOCIEDADES;;40;;0;;;;02/11/2026 7:28;ee6d8a84-7f4d-433f-aa4a-20451970d409;;;
GOLD OF MILLENIUM CORP;GOLD OF MILLENIUM CORP;SOCIEDADES;;691;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GOLDEN BABY CORPORATION 1;GOLDEN BABY CORPORATION 1;SOCIEDADES;;883;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GOLDEN BLUE-STAR CORPORATION;GOLDEN BLUE-STAR CORPORATION;SOCIEDADES;javarare@gmail.com;166;;0;;;;02/11/2026 7:28;d4930a77-9704-4969-9c41-b84ca262f0e6;;;
GOLDEN GLOBAL DEVELOPMENT, INC.;GOLDEN GLOBAL DEVELOPMENT, INC.;SOCIEDADES;simoabras30@gmail.com;130;;0;;;;02/11/2026 7:28;0750e4d0-292f-41c0-9fb8-99a1ab32d33d;;;
GOLDEN UNICORN INC.;GOLDEN UNICORN INC.;SOCIEDADES;;322;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GOURMET INTERNATIONAL SERVICE, S.A.;GOURMET INTERNATIONAL SERVICE, S.A.;SOCIEDADES;;376;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GPS INTERNATIONAL OF PANAMA S.A.;GPS INTERNATIONAL OF PANAMA S.A.;SOCIEDADES;carlos.orduz@thegpsgroup.com;716;;0;;;;02/11/2026 7:28;f9c54962-559c-4afd-85a6-c7e658835d08;;;
GRANJA EMITA PANAMA, S.A.;GRANJA EMITA PANAMA, S.A.;SOCIEDADES;;882;;0;;;;02/11/2026 7:28;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GRASOFDA INC BVI;GRASOFDA INC BVI;B.V.I.;gcohen@educaemprende.org;160;;0;;;;02/11/2026 7:28;0758f781-1f5d-4128-819e-6399e4dba6a7;;;
GREEN HOUSE SANTIAGO, S.A. 1;GREEN HOUSE SANTIAGO, S.A. 1;SOCIEDADES;;733;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GREEN LIFE SOLUTIONS, S.A.;GREEN LIFE SOLUTIONS, S.A.;SOCIEDADES;jeanricha82@gmail.com;790;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GREEN VIEW 3201, S.A.;GREEN VIEW 3201, S.A.;SOCIEDADES;anavalca@gmail.com;1106;;0;;;;02/11/2026 7:29;b3217c4b-8342-461c-9e27-7d130703e231;;;
GRESHAM WORDLWIDE CORPORATION;GRESHAM WORDLWIDE CORPORATION;SOCIEDADES;kgraetzer@gmail.com;231;;0;;;;02/11/2026 7:29;d63ec253-48c8-4391-bf57-b48120f3703b;;;
GRUPO 7279 CORP, S.A.;GRUPO 7279 CORP, S.A.;SOCIEDADES;;1009;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
GRUPO ARRIVAL, S.A.;GRUPO ARRIVAL, S.A.;SOCIEDADES;;927;;0;;;;02/11/2026 7:29;460fff71-8b01-41b1-8c24-6b01534b22cb;;;
